sim_time; tb3_1?world_angular_velocity/x
128,615;-0,0016215
128,616;-0,00272878
128,617;-0,00272716
128,618;-0,00193316
128,619;-0,000781765
128,62;0,000176967
128,621;0,000680982
128,622;0,000735639
128,623;0,00050154
128,624;0,000173154
128,625;-0,000103499
128,626;-0,000261285
128,627;-0,000301789
128,628;-0,000265516
128,629;-0,000201396
128,63;-0,000146583
128,631;-0,000119063
128,632;-0,000120002
128,633;-0,000140677
128,634;-0,000169602
128,635;-0,000197341
128,636;-0,000218485
128,637;-0,00023145
128,638;-0,000237194
128,639;-0,000237799
128,64;-0,000235424
128,641;-0,00023178
128,642;-0,000228002
128,643;-0,000224748
128,644;-0,00022234
128,645;-0,000220885
128,646;-0,00022034
128,647;-0,000220553
128,648;-0,000221291
128,649;-0,00022228
128,65;-0,000223256
128,651;-0,000224003
128,652;-0,000224386
128,653;-0,000224363
128,654;-0,000223973
128,655;-0,000223309
128,656;-0,00022249
128,657;-0,000221629
128,658;-0,000220817
128,659;-0,00022011
128,66;-0,000219529
128,661;-0,000219069
128,662;-0,000218707
128,663;-0,000218414
128,664;-0,000218164
128,665;-0,000217936
128,666;-0,000217721
128,667;-0,000217515
128,668;-0,000217321
128,669;-0,000217186
128,67;-0,000217488
128,671;-0,000202161
128,672;-0,000187649
128,673;-0,000181564
128,674;-0,000185468
128,675;-0,00019738
128,676;-0,00021405
128,677;-0,000236416
128,678;-0,000242406
128,679;-0,000242188
128,68;-0,000238671
128,681;-0,000235205
128,682;-0,000233128
128,683;-0,000231992
128,684;-0,000231954
128,685;-0,000232474
128,686;-0,000232806
128,687;-0,000232593
128,688;-0,000231703
128,689;-0,000230263
128,69;-0,000228602
128,691;-0,000226698
128,692;-0,00022416
128,693;-0,000221894
128,694;-0,000220271
128,695;-0,00021905
128,696;-0,000217878
128,697;-0,000216569
128,698;-0,000214401
128,699;-0,00021198
128,7;-0,000131101
128,701;3,89E-05
128,702;8,19E-05
128,703;8,67E-07
128,704;-0,000135797
128,705;-0,000261956
128,706;-0,000345241
128,707;-0,000383967
128,708;-0,000393674
128,709;-0,000393681
128,71;-0,000395682
128,711;-0,00040258
128,712;-0,000411004
128,713;-0,00230691
128,714;-0,00193721
128,715;-0,000878971
128,716;0,000188412
128,717;0,00114391
128,718;0,00164484
128,719;0,00168505
128,72;0,00141108
128,721;0,000989656
128,722;0,000536242
128,723;0,000169838
128,724;-1,47E-05
128,725;-0,000166154
128,726;-0,00033974
128,727;-0,00054001
128,728;-0,000743557
128,729;-0,000917849
128,73;-0,0010377
128,731;-0,00109157
128,732;-0,00108284
128,733;-0,00102342
128,734;-0,000929095
128,735;-0,000814252
128,736;-0,000691928
128,737;-0,000571332
128,738;-0,000458308
128,739;-0,000353768
128,74;-0,000260549
128,741;-0,000179747
128,742;-0,000111554
128,743;-5,55E-05
128,744;-1,29E-05
128,745;1,62E-05
128,746;3,28E-05
128,747;3,80E-05
128,748;3,37E-05
128,749;2,17E-05
128,75;3,73E-06
128,751;-1,84E-05
128,752;-4,32E-05
128,753;-3,86E-05
128,754;-5,29E-05
128,755;-4,02E-05
128,756;-4,91E-05
128,757;-2,40E-05
128,758;-2,93E-05
128,759;-7,62E-06
128,76;-1,70E-05
128,761;8,48E-06
128,762;-1,99E-06
128,763;1,81E-05
128,764;1,28E-06
128,765;1,49E-05
128,766;8,47E-06
128,767;1,29E-05
128,768;3,40E-06
128,769;-2,80E-06
128,77;-1,72E-05
128,771;-3,48E-05
128,772;-5,43E-05
128,773;-7,39E-05
128,774;-9,24E-05
128,775;-0,000108772
128,776;-0,000122634
128,777;-0,000133779
128,778;-0,000141948
128,779;-0,000147038
128,78;-0,000149011
128,781;-0,000147904
128,782;-0,000143683
128,783;-0,000136414
128,784;-0,000126233
128,785;-0,000113317
128,786;-9,74E-05
128,787;-7,84E-05
128,788;-5,70E-05
128,789;3,17E-05
128,79;0,00020859
128,791;0,000409093
128,792;0,00064067
128,793;0,000549603
128,794;0,000493201
128,795;0,0004892
128,796;0,000521798
128,797;0,000532636
128,798;0,000535686
128,799;0,000543639
128,8;0,000581228
128,801;0,000646858
128,802;0,000724844
128,803;0,000787089
128,804;0,000795864
128,805;0,000795544
128,806;0,000795166
128,807;0,000802066
128,808;0,000816713
128,809;0,000842062
128,81;0,000889694
128,811;0,00098065
128,812;0,00097516
128,813;-0,000448506
128,814;-0,0014268
128,815;-0,00166659
128,816;-0,00138857
128,817;-0,000837287
128,818;-0,000275136
128,819;3,67E-05
128,82;6,15E-05
128,821;-9,37E-05
128,822;-0,000288456
128,823;-0,000423801
128,824;-0,000464842
128,825;-0,000426731
128,826;-0,000346596
128,827;-0,000260245
128,828;-0,000190269
128,829;-0,000144866
128,83;-0,000122504
128,831;-0,000117403
128,832;-0,000123228
128,833;-0,000134579
128,834;-0,000147198
128,835;-0,000157985
128,836;-0,000164959
128,837;-0,000167293
128,838;-0,000165996
128,839;-0,000163607
128,84;-0,000164472
